Dataset,Training_Release,%Training,%Defective_training,%Defective_testing,Classifier,Balancing,Feature_Selection,TP,FP,TN,FN,Precision,Recall,ROC_Area,Kappa
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,IBk,No sampling,No selection,268,50,129,207,0.8427672955974843,0.5642105263157895,0.6595001470155837,0.22373707983484353
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,IBk,Oversampling,No selection,378,76,103,97,0.8325991189427313,0.7957894736842105,0.7219347250808585,0.35811784462119756
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,IBk,Undersampling,No selection,378,63,116,97,0.8571428571428571,0.7957894736842105,0.738271096736254,0.4190346114127717
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,IBk,SMOTE,No selection,376,56,123,99,0.8703703703703703,0.791578947368421,0.7398882681564246,0.4453927715589405
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,IBk,No sampling,CFS con Best First,252,70,109,223,0.782608695652174,0.5305263157894737,0.589056159952955,0.11013383610881498
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,IBk,Oversampling,CFS con Best First,269,89,90,206,0.7513966480446927,0.5663157894736842,0.5887856512790356,0.057415893923256515
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,IBk,Undersampling,CFS con Best First,257,85,94,218,0.7514619883040936,0.5410526315789473,0.5517906498088797,0.05374896140732893
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,IBk,SMOTE,CFS con Best First,260,71,108,215,0.7854984894259819,0.5473684210526316,0.5945251396648045,0.12051308575566354
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,Naive Bayes,No sampling,No selection,4,3,176,471,0.5714285714285714,0.008421052631578947,0.47144369303146133,-0.004595272508085422
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,Naive Bayes,Oversampling,No selection,9,4,175,466,0.6923076923076923,0.018947368421052633,0.4631755366068803,-0.001883951212834372
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,Naive Bayes,Undersampling,No selection,5,3,176,470,0.625,0.010526315789473684,0.47573066745074977,-0.0034384102866855497
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,Naive Bayes,SMOTE,No selection,5,3,176,470,0.625,0.010526315789473684,0.4740664510438106,-0.0034384102866855497
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,Naive Bayes,No sampling,CFS con Best First,475,179,0,0,0.7262996941896025,1.0,0.46444575124963244,0.0
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,Naive Bayes,Oversampling,CFS con Best First,475,178,1,0,0.7274119448698315,1.0,0.46458100558659216,0.008094613247899621
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,Naive Bayes,Undersampling,CFS con Best First,475,179,0,0,0.7262996941896025,1.0,0.4728021170244046,0.0
BOOKKEEPER,6,0.8004881025015254,0.41958841463414637,0.7262996941896025,Naive Bayes,SMOTE,CFS con Best First,475,179,0,0,0.7262996941896025,1.0,0.4808115260217583,0.0
