Dataset,Training_Release,%Training,%Defective_training,%Defective_testing,Classifier,Balancing,Feature_Selection,TP,FP,TN,FN,Precision,Recall,ROC_Area,Kappa
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,Random Forest,Undersampling,CFS con Best First,6,18,538,9,0.25,0.4,0.8416067146282974,0.2845607684811359
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,Random Forest,SMOTE,CFS con Best First,7,14,542,8,0.3333333333333333,0.4666666666666667,0.8152278177458033,0.36956739937769767
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,IBk,No sampling,No selection,9,115,441,6,0.07258064516129033,0.6,0.7994604316546763,0.08668984388425473
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,IBk,Oversampling,No selection,9,134,422,6,0.06293706293706294,0.6,0.6905875299760191,0.06968624895261152
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,IBk,Undersampling,No selection,9,133,423,6,0.06338028169014084,0.6,0.7169664268585132,0.07047911274549988
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,IBk,SMOTE,No selection,9,133,423,6,0.06338028169014084,0.6,0.7170863309352518,0.07047911274549988
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,IBk,No sampling,CFS con Best First,4,0,556,11,1.0,0.26666666666666666,0.8767386091127098,0.41457731382235075
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,IBk,Oversampling,CFS con Best First,7,21,535,8,0.25,0.4666666666666667,0.8103117505995204,0.30169105553915593
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,IBk,Undersampling,CFS con Best First,7,21,535,8,0.25,0.4666666666666667,0.8004196642685851,0.30169105553915593
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,IBk,SMOTE,CFS con Best First,7,21,535,8,0.25,0.4666666666666667,0.8314148681055156,0.30169105553915593
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,Naive Bayes,No sampling,No selection,3,24,532,12,0.1111111111111111,0.2,0.7436450839328537,0.1128948731227334
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,Naive Bayes,Oversampling,No selection,6,83,473,9,0.06741573033707865,0.4,0.7442446043165467,0.07373840674260339
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,Naive Bayes,Undersampling,No selection,6,85,471,9,0.06593406593406594,0.4,0.7419064748201439,0.07131981452003568
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,Naive Bayes,SMOTE,No selection,5,51,505,10,0.08928571428571429,0.3333333333333333,0.7344124700239808,0.10370294125215544
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,Naive Bayes,No sampling,CFS con Best First,2,12,544,13,0.14285714285714285,0.13333333333333333,0.7480215827338129,0.1154966230869323
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,Naive Bayes,Oversampling,CFS con Best First,3,41,515,12,0.06818181818181818,0.2,0.7428657074340528,0.06506225091908878
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,Naive Bayes,Undersampling,CFS con Best First,3,43,513,12,0.06521739130434782,0.2,0.7512589928057554,0.06116409075961837
SYNCOPE,4,0.10020905289947282,0.019501133786848073,0.02626970227670753,Naive Bayes,SMOTE,CFS con Best First,3,43,513,12,0.06521739130434782,0.2,0.7447242206235012,0.06116409075961837
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Random Forest,Oversampling,No selection,0,1,551,105,0.0,0.0,0.5963336783988958,-0.0030245419979258196
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Random Forest,Undersampling,No selection,0,1,551,105,0.0,0.0,0.5018029675638371,-0.0030245419979258196
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Random Forest,SMOTE,No selection,0,1,551,105,0.0,0.0,0.5795031055900621,-0.0030245419979258196
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Random Forest,No sampling,CFS con Best First,4,9,543,101,0.3076923076923077,0.0380952380952381,0.5489734299516909,0.03377185945772496
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Random Forest,Oversampling,CFS con Best First,11,28,524,94,0.28205128205128205,0.10476190476190476,0.5438060731538993,0.07248489897937917
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Random Forest,Undersampling,CFS con Best First,9,28,524,96,0.24324324324324326,0.08571428571428572,0.5430986887508626,0.04742528413077039
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Random Forest,SMOTE,CFS con Best First,10,25,527,95,0.2857142857142857,0.09523809523809523,0.5407694962042788,0.06841545551223
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,IBk,No sampling,No selection,1,0,552,104,1.0,0.009523809523809525,0.5270703933747412,0.01590044936052561
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,IBk,Oversampling,No selection,1,3,549,104,0.25,0.009523809523809525,0.4560472739820566,0.006697469373913244
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,IBk,Undersampling,No selection,1,3,549,104,0.25,0.009523809523809525,0.5001897860593513,0.006697469373913244
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,IBk,SMOTE,No selection,1,3,549,104,0.25,0.009523809523809525,0.5164768806073153,0.006697469373913244
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,IBk,No sampling,CFS con Best First,5,5,547,100,0.5,0.047619047619047616,0.6845410628019324,0.060853583826832744
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,IBk,Oversampling,CFS con Best First,13,31,521,92,0.29545454545454547,0.12380952380952381,0.6547273982056591,0.0884572434096981
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,IBk,Undersampling,CFS con Best First,13,31,521,92,0.29545454545454547,0.12380952380952381,0.6587646652864044,0.0884572434096981
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,IBk,SMOTE,CFS con Best First,12,30,522,93,0.2857142857142857,0.11428571428571428,0.6688578329882677,0.07917136703927782
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Naive Bayes,No sampling,No selection,22,55,497,83,0.2857142857142857,0.20952380952380953,0.6038216011042098,0.12318672391783692
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Naive Bayes,Oversampling,No selection,31,121,431,74,0.20394736842105263,0.29523809523809524,0.5984126984126984,0.06436912560524059
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Naive Bayes,Undersampling,No selection,33,126,426,72,0.20754716981132076,0.3142857142857143,0.6013802622498274,0.07119907466906565
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Naive Bayes,SMOTE,No selection,36,135,417,69,0.21052631578947367,0.34285714285714286,0.6037353347135955,0.0783512810991461
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Naive Bayes,No sampling,CFS con Best First,8,9,543,97,0.47058823529411764,0.0761904761904762,0.6092218771566598,0.09064556565340026
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Naive Bayes,Oversampling,CFS con Best First,19,30,522,86,0.3877551020408163,0.18095238095238095,0.6144927536231884,0.1614734618431475
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Naive Bayes,Undersampling,CFS con Best First,19,30,522,86,0.3877551020408163,0.18095238095238095,0.6166839199447895,0.1614734618431475
SYNCOPE,5,0.12615888020359933,0.02089337175792507,0.1598173515981735,Naive Bayes,SMOTE,CFS con Best First,20,31,521,85,0.39215686274509803,0.19047619047619047,0.6118616287094548,0.1696411060992353
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Random Forest,No sampling,No selection,9,74,587,44,0.10843373493975904,0.16981132075471697,0.6707104729826164,0.045908545285711054
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Random Forest,Oversampling,No selection,9,77,584,44,0.10465116279069768,0.16981132075471697,0.6644734964176634,0.04145123710196414
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Random Forest,Undersampling,No selection,12,96,565,41,0.1111111111111111,0.22641509433962265,0.6660149002369194,0.054953336038490466
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Random Forest,SMOTE,No selection,6,58,603,47,0.09375,0.11320754716981132,0.6586075985499387,0.02324308830810128
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Random Forest,No sampling,CFS con Best First,9,82,579,44,0.0989010989010989,0.16981132075471697,0.6125224788056974,0.03441021788129186
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Random Forest,Oversampling,CFS con Best First,24,201,460,29,0.10666666666666667,0.4528301886792453,0.63261781748637,0.05967636650977437
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Random Forest,Undersampling,CFS con Best First,20,185,476,33,0.0975609756097561,0.37735849056603776,0.607370193817258,0.042035425462512536
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Random Forest,SMOTE,CFS con Best First,15,130,531,38,0.10344827586206896,0.2830188679245283,0.6090685924699569,0.0480151108712559
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,IBk,No sampling,No selection,8,62,599,45,0.11428571428571428,0.1509433962264151,0.5581451774041618,0.049799756224969474
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,IBk,Oversampling,No selection,12,100,561,41,0.10714285714285714,0.22641509433962265,0.5078782861873091,0.04968944099378911
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,IBk,Undersampling,No selection,9,90,571,44,0.09090909090909091,0.16981132075471697,0.531727228613022,0.02405287961319523
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,IBk,SMOTE,No selection,7,78,583,46,0.08235294117647059,0.1320754716981132,0.4820454999571832,0.011014052411697374
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,IBk,No sampling,CFS con Best First,16,116,545,37,0.12121212121212122,0.3018867924528302,0.5974795193103645,0.07498856881572909
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,IBk,Oversampling,CFS con Best First,27,169,492,26,0.1377551020408163,0.5094339622641509,0.644563697085605,0.11324119482835493
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,IBk,Undersampling,CFS con Best First,27,168,493,26,0.13846153846153847,0.5094339622641509,0.6300202666057717,0.11435915141750104
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,IBk,SMOTE,CFS con Best First,23,159,502,30,0.12637362637362637,0.4339622641509434,0.6383695372934091,0.09126048835674563
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Naive Bayes,No sampling,No selection,22,99,562,31,0.18181818181818182,0.41509433962264153,0.7058773156737933,0.1668611435239207
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Naive Bayes,Oversampling,No selection,36,240,421,17,0.13043478260869565,0.6792452830188679,0.7073759027202923,0.1077169948942377
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Naive Bayes,Undersampling,No selection,39,317,344,14,0.10955056179775281,0.7358490566037735,0.6975851340164987,0.07061229305124064
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Naive Bayes,SMOTE,No selection,39,277,384,14,0.12341772151898735,0.7358490566037735,0.7060913995375788,0.09651693699178156
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Naive Bayes,No sampling,CFS con Best First,6,25,636,47,0.1935483870967742,0.11320754716981132,0.5653098507121856,0.09317339918857
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Naive Bayes,Oversampling,CFS con Best First,38,506,155,15,0.06985294117647059,0.7169811320754716,0.5537921388405218,-0.00922424130615256
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Naive Bayes,Undersampling,CFS con Best First,38,506,155,15,0.06985294117647059,0.7169811320754716,0.5542488510832644,-0.00922424130615256
SYNCOPE,6,0.1560170878022178,0.04748033789688319,0.0742296918767507,Naive Bayes,SMOTE,CFS con Best First,38,506,155,15,0.06985294117647059,0.7169811320754716,0.5563611452059487,-0.00922424130615256
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,Random Forest,No sampling,No selection,3,18,646,61,0.14285714285714285,0.046875,0.6888295368975904,0.02838221381267775
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,Random Forest,Oversampling,No selection,8,77,587,56,0.09411764705882353,0.125,0.6536732868975904,0.007869497499794702
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,Random Forest,Undersampling,No selection,7,67,597,57,0.0945945945945946,0.109375,0.6531791227409639,0.007912783541410793
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,Random Forest,SMOTE,No selection,7,66,598,57,0.0958904109589041,0.109375,0.6684393825301205,0.009381361182405698
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,Random Forest,No sampling,CFS con Best First,9,20,644,55,0.3103448275862069,0.140625,0.7073606927710844,0.14676834604325595
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,Random Forest,Oversampling,CFS con Best First,18,91,573,46,0.1651376146788991,0.28125,0.698265719126506,0.10943638831345094
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,Random Forest,Undersampling,CFS con Best First,17,78,586,47,0.17894736842105263,0.265625,0.6931593561746988,0.1215537879372928
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,Random Forest,SMOTE,CFS con Best First,14,74,590,50,0.1590909090909091,0.21875,0.6740752070783133,0.09175788795878982
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,IBk,No sampling,No selection,7,27,637,57,0.20588235294117646,0.109375,0.6229292168674698,0.08717458801050855
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,IBk,Oversampling,No selection,13,92,572,51,0.12380952380952381,0.203125,0.581019390060241,0.05007664793050587
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,IBk,Undersampling,No selection,11,81,583,53,0.11956521739130435,0.171875,0.5971150225903614,0.04165356806035856
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,IBk,SMOTE,No selection,9,80,584,55,0.10112359550561797,0.140625,0.5885495105421686,0.017121369709576596
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,IBk,No sampling,CFS con Best First,10,28,636,54,0.2631578947368421,0.15625,0.6277061370481928,0.13972792252709237
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,IBk,Oversampling,CFS con Best First,17,82,582,47,0.1717171717171717,0.265625,0.6166109751506024,0.11397086572571513
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,IBk,Undersampling,CFS con Best First,15,77,587,49,0.16304347826086957,0.234375,0.6237057605421686,0.09886828041496382
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,IBk,SMOTE,CFS con Best First,15,70,594,49,0.17647058823529413,0.234375,0.6385895143072289,0.11230428723665864
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,Naive Bayes,No sampling,No selection,9,13,651,55,0.4090909090909091,0.140625,0.6429310993975904,0.17206315226117241
SYNCOPE,7,0.18846573350299944,0.05208584518929347,0.08791208791208792,Naive Bayes,Oversampling,No selection,18,50,614,46,0.2647058823529412,0.28125,0.6390483810240963,0.20029293299157835
